Date,Open,High,Low,Close,Volume,VIX_Close,VIX3M_Close,HYG_Close,TNX_Close,IRX_Close,DXY_Close,Gold_Close,SKEW_Close
2009-09-17,1067.87,1074.77,1061.2,1065.49,6668110000,23.65,25.94,33.0503,3.398,0.095,76.19,99.34,118.95
2009-09-18,1066.6,1071.52,1064.27,1068.3,5607970000,23.92,26.54,32.958,3.474,0.08,76.43,98.67,117.02
2009-09-21,1067.14,1067.28,1057.46,1064.66,4615280000,24.06,26.23,32.9773,3.487,0.09,76.78,98.36,119.14
2009-09-22,1066.35,1073.81,1066.35,1071.66,5246600000,23.08,25.69,32.9388,3.456,0.095,76.12,99.67,118.16
2009-09-23,1072.69,1080.15,1060.39,1060.87,5531930000,23.49,26.09,33.0388,3.418,0.095,76.05,98.83,117.44
2009-09-24,1062.56,1066.29,1045.85,1050.78,5505610000,24.95,27.13,33.1003,3.381,0.09,76.9,97.55,116.65
2009-09-25,1049.48,1053.47,1041.17,1044.38,4507090000,25.61,27.21,32.9926,3.329,0.09,76.81,97.0,118.01
2009-09-28,1045.38,1065.13,1045.38,1062.98,3726950000,24.88,26.27,33.2542,3.302,0.09,77.05,97.05,119.1
2009-09-29,1063.69,1069.62,1057.83,1060.61,4949900000,25.19,26.48,33.2157,3.292,0.12,77.12,97.43,119.84
2009-09-30,1061.02,1063.4,1046.47,1057.08,5998860000,25.61,26.66,33.208,3.307,0.115,76.65,98.85,120.86
2009-10-01,1054.91,1054.91,1029.45,1029.85,5791450000,28.27,28.33,32.3337,3.194,0.095,77.19,97.89,117.81
2009-10-02,1029.71,1030.6,1019.95,1025.21,5583240000,28.68,28.8,32.3453,3.221,0.09,77.0,98.37,118.55
2009-10-05,1026.87,1042.58,1025.92,1040.46,4313310000,26.84,27.61,32.7796,3.224,0.09,76.64,99.82,118.5
2009-10-06,1042.02,1060.55,1042.02,1054.72,5029840000,25.7,26.73,32.6671,3.248,0.07,76.34,102.28,117.82
2009-10-07,1053.65,1058.02,1050.1,1057.58,4238220000,24.68,26.12,32.9075,3.175,0.06,76.49,102.36,117.65
2009-10-08,1060.03,1070.67,1060.03,1065.48,4988400000,24.18,25.74,33.1169,3.255,0.06,75.97,103.64,119.92
2009-10-09,1065.28,1071.51,1063.0,1071.49,3763780000,23.12,25.08,33.2448,3.384,0.065,76.43,102.84,120.87
2009-10-12,1071.63,1079.46,1071.63,1076.19,3710430000,23.01,25.17,33.2371,3.38,0.06,76.13,103.56,119.55
2009-10-13,1074.96,1075.3,1066.71,1073.19,4320480000,22.99,25.09,33.2293,3.312,0.06,75.98,104.26,120.77
2009-10-14,1078.68,1093.17,1078.68,1092.02,5406420000,22.86,24.58,33.3612,3.423,0.065,75.55,104.18,121.31
2009-10-15,1090.36,1096.56,1086.41,1096.56,5369780000,21.72,24.22,33.3534,3.47,0.055,75.48,102.86,120.03
2009-10-16,1094.67,1094.67,1081.53,1087.68,4894740000,21.43,24.4,33.3496,3.417,0.06,75.6,103.18,119.05
2009-10-19,1088.22,1100.17,1086.48,1097.91,4619240000,21.49,24.15,33.3573,3.395,0.06,75.51,104.23,117.25
2009-10-20,1098.64,1098.64,1086.16,1091.06,5396930000,20.9,23.72,33.4193,3.337,0.075,75.57,103.42,116.9
2009-10-21,1090.36,1101.36,1080.77,1081.4,5616290000,22.22,24.55,33.4775,3.411,0.065,74.97,103.75,118.6
2009-10-22,1080.96,1095.21,1074.31,1092.91,5192410000,20.69,23.35,33.7334,3.421,0.05,75.09,103.92,118.09
2009-10-23,1095.62,1095.83,1075.49,1079.6,4767460000,22.27,24.31,33.6752,3.475,0.05,75.47,103.49,117.51
2009-10-26,1080.36,1091.75,1065.23,1066.95,6363380000,24.31,25.37,33.6946,3.554,0.05,76.06,101.86,118.33
2009-10-27,1067.54,1072.48,1060.62,1063.41,5337380000,24.83,25.46,33.431,3.462,0.07,76.14,101.85,118.9
2009-10-28,1061.51,1063.26,1042.19,1042.63,6600350000,27.91,27.42,32.8804,3.411,0.06,76.43,100.73,118.37
2009-10-29,1043.69,1066.83,1043.69,1066.11,5595040000,24.76,25.66,33.3418,3.501,0.05,75.92,102.69,120.82
2009-10-30,1065.41,1065.41,1033.38,1036.19,6512420000,30.69,29.07,33.0277,3.392,0.045,76.3,102.53,122.75
2009-11-02,1036.18,1052.18,1029.38,1042.88,6202640000,29.78,28.82,33.2869,3.422,0.04,76.29,103.95,121.9
2009-11-03,1040.92,1046.36,1033.94,1045.41,5487500000,28.81,28.87,33.3612,3.473,0.05,76.39,106.46,118.53
2009-11-04,1047.14,1061.0,1045.15,1046.5,5635510000,27.72,28.18,33.412,3.546,0.045,75.64,107.1,119.75
2009-11-05,1047.3,1066.65,1047.3,1066.63,4848350000,25.43,26.61,33.4394,3.533,0.035,75.74,106.98,119.83
2009-11-06,1064.95,1071.48,1059.32,1069.3,4277130000,24.19,25.88,33.4707,3.503,0.045,75.82,107.43,120.14
2009-11-09,1072.31,1093.19,1072.31,1093.08,4460030000,23.15,24.41,33.6036,3.486,0.045,75.03,108.19,114.4
2009-11-10,1091.86,1096.42,1087.4,1093.01,4394770000,22.84,24.71,33.5919,3.482,0.06,75.02,108.39,119.65
2009-11-11,1096.04,1105.37,1093.81,1098.51,4286700000,23.04,24.97,33.6114,3.474,0.06,75.16,109.6,119.21
2009-11-12,1098.31,1101.97,1084.9,1087.24,4160250000,24.24,26.07,33.6505,3.446,0.055,75.6,108.21,118.38
2009-11-13,1087.59,1097.79,1085.33,1093.48,3792610000,23.36,25.6,33.5841,3.429,0.055,75.33,109.74,120.72
2009-11-16,1094.13,1113.69,1094.13,1109.3,4565850000,22.89,25.15,33.7405,3.331,0.055,74.91,111.63,114.53
2009-11-17,1109.22,1110.52,1102.19,1110.32,3824070000,22.41,25.04,33.7326,3.319,0.055,75.37,111.97,119.32
2009-11-18,1109.44,1111.1,1102.7,1109.8,4293340000,21.63,24.72,33.6466,3.366,0.03,75.18,112.25,114.75
2009-11-19,1106.44,1106.44,1088.4,1094.9,4178030000,22.63,25.11,33.717,3.349,0.005,75.29,112.3,119.35
2009-11-20,1094.66,1094.66,1086.81,1091.38,3751230000,22.19,24.66,33.7092,3.356,0.01,75.66,112.94,120.59
2009-11-23,1094.86,1112.38,1094.86,1106.24,3827920000,21.16,24.11,33.674,3.364,0.02,75.09,114.29,122.85
2009-11-24,1105.83,1107.56,1097.63,1105.65,3700820000,20.47,23.74,33.6935,3.317,0.04,75.07,114.73,122.47
2009-11-25,1106.49,1111.18,1104.75,1110.63,3036350000,20.48,23.66,33.7092,3.279,0.04,74.27,116.62,121.98
2009-11-27,1105.47,1105.47,1083.74,1091.49,2362910000,24.74,26.15,33.4746,3.231,0.025,75.0,115.06,120.82
2009-11-30,1091.07,1097.24,1086.25,1095.63,3895520000,24.51,26.24,33.5841,3.201,0.05,74.88,115.64,122.91
2009-12-01,1098.89,1112.28,1098.89,1108.86,4249310000,21.92,24.94,33.7502,3.275,0.05,74.36,117.38,122.96
2009-12-02,1109.03,1115.58,1105.29,1109.24,3941340000,21.12,24.8,33.7857,3.323,0.04,74.67,119.18,119.0
2009-12-03,1110.59,1117.28,1098.74,1099.92,4810030000,22.46,25.51,33.829,3.38,0.04,74.63,118.7,117.04
2009-12-04,1100.43,1119.13,1096.52,1105.98,5781140000,21.25,24.76,33.9668,3.483,0.04,75.91,113.75,118.01
2009-12-07,1105.52,1110.72,1100.83,1103.25,4103360000,22.1,25.3,34.0102,3.448,0.015,75.77,113.11,117.17
2009-12-08,1103.04,1103.04,1088.61,1091.94,4748030000,23.69,26.13,34.0496,3.392,0.025,76.31,110.95,117.89
2009-12-09,1091.07,1097.04,1085.89,1095.95,4115410000,22.66,25.8,34.0496,3.423,0.025,76.04,110.84,118.75
2009-12-10,1098.69,1106.25,1098.69,1102.35,3996490000,22.32,25.34,34.2189,3.482,0.025,76.04,110.82,121.35
2009-12-11,1103.96,1108.5,1101.34,1106.41,3791090000,21.59,25.12,34.2386,3.54,0.02,76.57,109.32,121.59
2009-12-14,1107.84,1114.76,1107.84,1114.11,4548490000,21.15,24.56,34.5143,3.546,0.02,76.35,110.24,125.3
2009-12-15,1114.11,1114.11,1105.35,1107.93,5045100000,21.49,24.73,34.4788,3.603,0.04,76.96,110.21,123.84
2009-12-16,1108.61,1116.21,1107.96,1109.18,4829820000,20.54,24.25,34.5576,3.596,0.035,77.0,111.59,117.13
2009-12-17,1106.36,1106.36,1095.88,1096.08,7615070000,22.51,24.78,34.5379,3.487,0.04,77.69,107.34,121.83
2009-12-18,1097.86,1103.74,1093.88,1102.47,6325890000,21.68,24.52,34.5182,3.546,0.04,77.82,108.95,122.29
2009-12-21,1105.31,1117.68,1105.31,1114.05,3977340000,20.49,23.53,34.6206,3.682,0.045,78.04,106.95,124.33
2009-12-22,1114.51,1120.27,1114.51,1118.02,3641130000,19.54,22.76,34.6954,3.744,0.07,78.25,106.17,127.89
2009-12-23,1118.84,1121.58,1116.0,1120.59,3166870000,19.71,22.68,34.7781,3.748,0.055,77.9,106.55,127.15
2009-12-24,1121.08,1126.48,1121.08,1126.48,1267710000,19.47,22.43,34.9081,3.807,0.04,77.84,108.36,128.16
2009-12-28,1127.53,1130.38,1123.51,1127.78,2716400000,19.93,22.49,34.8057,3.842,0.055,77.63,108.55,125.79
2009-12-29,1128.55,1130.38,1126.08,1126.2,2491020000,20.01,22.63,34.6194,3.809,0.095,77.83,107.47,125.71
2009-12-30,1125.53,1126.42,1121.94,1126.42,2277300000,19.96,22.66,34.7661,3.784,0.04,77.91,106.93,125.65
2009-12-31,1126.6,1127.64,1114.81,1115.1,2076990000,21.68,23.89,34.8216,3.843,0.05,77.86,107.31,
2010-01-04,1116.56,1133.87,1116.56,1132.99,3991400000,20.04,22.77,35.0951,3.841,0.055,77.53,109.8,123.84
2010-01-05,1132.66,1136.63,1129.66,1136.52,2491020000,19.35,22.39,35.2616,3.755,0.06,77.62,109.7,122.99
2010-01-06,1135.71,1139.19,1133.95,1137.14,4972660000,19.16,21.8,35.3528,3.808,0.045,77.49,111.51,121.63
2010-01-07,1136.27,1142.46,1131.32,1141.69,5270680000,19.06,21.6,35.4955,3.822,0.045,77.91,110.82,120.17
2010-01-08,1140.52,1145.39,1136.22,1144.98,4389590000,18.13,21.0,35.551,3.808,0.04,77.47,111.37,120.15
2010-01-11,1145.96,1149.74,1142.02,1146.98,4255780000,17.55,21.27,35.5192,3.818,0.025,77.0,112.85,119.1
2010-01-12,1143.81,1143.81,1131.77,1136.22,4716160000,18.25,21.79,35.3369,3.719,0.04,76.95,110.49,120.66
2010-01-13,1137.31,1148.4,1133.18,1145.68,4170360000,17.85,21.29,35.4162,3.783,0.05,76.85,111.54,125.89
2010-01-14,1145.68,1150.41,1143.8,1148.46,3915200000,17.63,20.71,35.4558,3.734,0.045,76.73,112.03,125.06
2010-01-15,1147.72,1147.77,1131.39,1136.03,4758730000,17.91,21.48,35.3131,3.676,0.055,77.32,110.86,124.32
2010-01-19,1136.03,1150.45,1135.77,1150.23,4724830000,17.58,20.89,35.329,3.707,0.05,77.5,111.52,124.28
2010-01-20,1147.95,1147.95,1129.25,1138.04,4810560000,18.68,21.4,35.2774,3.659,0.05,78.34,108.94,124.1
2010-01-21,1138.68,1141.58,1114.84,1116.48,6874290000,22.27,23.15,34.7264,3.611,0.04,78.32,107.37,121.99
2010-01-22,1115.49,1115.49,1090.18,1091.76,6208650000,27.31,26.29,34.3974,3.598,0.045,78.28,107.17,122.88
2010-01-25,1092.4,1102.97,1092.4,1096.78,4481390000,25.41,25.19,34.4489,3.63,0.045,78.19,107.48,122.54
2010-01-26,1095.8,1103.69,1089.86,1092.17,4731910000,24.55,25.17,34.4925,3.63,0.065,78.43,107.56,118.41
2010-01-27,1091.94,1099.51,1083.11,1097.5,5319120000,23.14,24.13,34.5044,3.644,0.07,78.68,106.53,118.98
2010-01-28,1096.93,1100.22,1078.46,1084.53,5452400000,23.73,24.67,34.3577,3.658,0.07,78.9,106.48,117.98
2010-01-29,1087.61,1096.45,1071.59,1073.87,5412850000,24.62,25.38,34.1833,3.609,0.07,79.46,105.96,117.5
2010-02-01,1073.89,1089.38,1073.89,1089.19,4077610000,22.59,23.64,34.3483,3.654,0.085,79.24,108.35,119.22
2010-02-02,1090.05,1104.73,1087.96,1103.32,4749540000,21.48,22.93,34.4521,3.635,0.09,79.01,109.13,120.46
2010-02-03,1100.67,1102.72,1093.97,1097.28,4285450000,21.6,23.0,34.6279,3.703,0.09,79.37,108.7,119.95
2010-02-04,1097.25,1097.25,1062.78,1063.11,5859690000,26.08,25.98,34.1366,3.61,0.085,79.92,104.37,116.02
2010-02-05,1064.12,1067.13,1044.5,1066.19,6438900000,26.11,26.0,33.9368,3.546,0.085,80.44,104.68,118.75
2010-02-08,1065.51,1071.2,1056.51,1056.74,4089820000,26.51,26.43,33.789,3.592,0.09,80.3,104.04,117.68
2010-02-09,1060.06,1079.28,1060.06,1070.52,5114260000,26.0,26.04,33.8569,3.633,0.1,79.86,105.41,120.43
2010-02-10,1069.68,1073.67,1059.34,1068.13,4251450000,25.4,25.87,33.4015,3.694,0.1,80.03,105.12,118.51
2010-02-11,1067.1,1080.04,1060.59,1078.47,4400870000,23.96,24.57,33.5373,3.733,0.095,79.99,107.13,120.13
2010-02-12,1075.95,1077.81,1062.97,1075.51,4160680000,22.73,24.46,33.5173,3.693,0.09,80.32,107.04,113.71
2010-02-16,1079.13,1095.67,1079.13,1094.87,4080770000,22.25,23.57,33.8489,3.664,0.085,79.7,109.62,120.89
2010-02-17,1096.14,1101.03,1094.72,1099.51,4259230000,21.72,23.29,34.1086,3.742,0.09,80.38,109.25,119.63
2010-02-18,1099.03,1108.24,1097.48,1106.75,3878620000,20.63,22.78,34.4322,3.803,0.085,80.4,109.98,122.56
2010-02-19,1105.49,1112.42,1100.8,1109.17,3944280000,20.02,22.31,34.6639,3.782,0.095,80.64,109.47,118.53
2010-02-22,1110.0,1112.29,1105.38,1108.01,3814440000,19.94,21.73,34.7078,3.799,0.085,80.51,109.07,121.33
2010-02-23,1107.49,1108.58,1092.18,1094.6,4521050000,21.37,22.62,34.4562,3.691,0.115,80.85,107.89,120.82
2010-02-24,1095.89,1106.42,1095.5,1105.24,4168360000,20.27,22.08,34.588,3.695,0.11,80.85,107.36,120.61
2010-02-25,1101.24,1103.5,1086.02,1102.94,4521130000,20.1,22.07,34.592,3.642,0.115,80.79,108.31,121.28
2010-02-26,1103.1,1107.24,1097.56,1104.49,3945190000,19.5,21.65,34.8237,3.595,0.115,80.36,109.43,120.13
2010-03-01,1105.36,1116.11,1105.36,1115.71,3847640000,19.26,21.44,34.8502,3.606,0.12,80.66,109.43,120.8
2010-03-02,1117.01,1123.46,1116.51,1118.31,4134680000,19.06,21.18,35.0756,3.614,0.125,80.52,111.02,120.28
2010-03-03,1119.36,1125.64,1116.58,1118.79,3951320000,18.83,20.97,35.1119,3.625,0.135,79.98,111.63,119.03
2010-03-04,1119.12,1123.73,1116.66,1122.97,3945010000,18.72,21.03,35.14,3.606,0.135,80.56,110.83,120.75
2010-03-05,1125.12,1139.38,1125.12,1138.7,4133000000,17.42,20.23,35.3493,3.682,0.145,80.43,110.81,118.03
2010-03-08,1138.4,1141.05,1136.77,1138.5,3774680000,17.79,20.26,35.3574,3.708,0.145,80.43,109.88,117.56
2010-03-09,1137.56,1145.37,1134.9,1140.45,5185570000,17.92,20.16,35.5103,3.701,0.15,80.59,109.72,116.64
2010-03-10,1140.22,1148.26,1140.09,1145.61,5469120000,18.57,20.51,35.5224,3.72,0.145,80.45,108.47,117.98
2010-03-11,1143.96,1150.24,1138.99,1150.24,4669060000,18.06,20.7,35.4902,3.72,0.145,80.32,108.6,117.48
2010-03-12,1151.71,1153.41,1146.97,1149.99,4928160000,17.58,20.27,35.4982,3.71,0.14,79.83,107.95,118.96
2010-03-15,1148.53,1150.98,1141.45,1150.51,4164110000,18.0,20.72,35.458,3.704,0.145,80.25,108.36,120.63
2010-03-16,1150.83,1160.28,1150.35,1159.46,4369770000,17.69,20.16,35.5787,3.653,0.155,79.75,110.4,123.51
2010-03-17,1159.94,1169.84,1159.94,1166.21,4963200000,16.91,19.72,35.5787,3.642,0.15,79.64,109.59,119.66
2010-03-18,1166.13,1167.77,1161.16,1165.83,4234510000,16.62,19.48,35.6311,3.672,0.145,80.22,110.34,120.27
2010-03-19,1166.68,1169.2,1155.33,1159.9,5212410000,16.97,19.95,35.454,3.687,0.145,80.72,108.28,121.97
2010-03-22,1157.25,1167.82,1152.88,1165.81,4261680000,16.87,20.11,35.623,3.663,0.14,80.65,107.75,123.63
2010-03-23,1166.47,1174.72,1163.83,1174.17,4411640000,16.35,19.68,35.619,3.68,0.13,80.9,108.32,121.18
2010-03-24,1172.7,1173.04,1166.01,1167.72,4705750000,17.55,20.08,35.5989,3.829,0.135,81.84,106.3,122.67
2010-03-25,1170.03,1180.69,1165.09,1165.73,5668900000,18.4,20.58,35.6834,3.901,0.13,82.12,106.78,122.14
2010-03-26,1167.58,1173.93,1161.48,1166.59,4708420000,17.77,20.06,35.6713,3.855,0.13,81.68,108.59,123.14
2010-03-29,1167.71,1174.85,1167.71,1173.22,4375580000,17.59,19.85,35.7156,3.864,0.125,81.36,108.75,123.2
2010-03-30,1173.75,1177.83,1168.92,1173.27,4085000000,17.13,19.54,35.6793,3.868,0.15,81.47,107.97,124.03
2010-03-31,1171.75,1174.56,1165.77,1169.43,4484340000,17.59,19.92,35.5667,3.833,0.15,81.07,108.95,123.7
2010-04-01,1171.23,1181.43,1170.69,1178.1,4006870000,17.47,19.9,35.4807,3.859,0.15,80.78,110.26,123.93
2010-04-05,1178.71,1187.73,1178.71,1187.44,3881620000,17.02,19.35,35.4645,3.994,0.16,81.09,110.89,123.78
2010-04-06,1186.01,1191.8,1182.77,1189.44,4086180000,16.23,18.84,35.6956,3.968,0.165,81.39,111.03,123.29
2010-04-07,1188.23,1189.6,1177.25,1182.45,5101430000,16.62,19.19,35.7483,3.863,0.16,81.44,112.49,123.27
2010-04-08,1181.75,1188.55,1175.12,1186.44,4726970000,16.48,19.08,35.8092,3.896,0.155,81.53,112.65,122.67
2010-04-09,1187.47,1194.66,1187.15,1194.37,4511570000,16.14,18.62,35.8619,3.888,0.15,81.09,113.64,124.36
2010-04-12,1194.94,1199.2,1194.71,1196.48,4607090000,15.58,18.96,35.87,3.846,0.135,80.56,113.01,123.16
2010-04-13,1195.94,1199.04,1188.82,1197.3,5403580000,16.2,18.99,35.9673,3.811,0.15,80.51,112.69,125.54
2010-04-14,1198.69,1210.65,1198.69,1210.65,5760040000,15.59,18.77,36.0646,3.855,0.155,80.19,113.03,125.77
2010-04-15,1210.77,1213.92,1208.5,1211.67,5995330000,15.89,18.9,36.1619,3.848,0.15,80.48,113.65,126.29
2010-04-16,1210.17,1210.17,1186.77,1192.13,8108470000,18.36,20.23,35.87,3.77,0.15,80.82,111.24,131.33
2010-04-19,1192.06,1197.87,1183.68,1197.52,6597740000,17.34,19.79,35.801,3.807,0.15,81.0,111.15,131.14
2010-04-20,1199.04,1208.58,1199.04,1207.17,5316590000,15.73,18.99,36.1863,3.805,0.145,81.05,111.46,134.19
2010-04-21,1207.16,1210.99,1198.85,1205.94,5724310000,16.32,19.3,36.1903,3.738,0.145,81.16,112.31,129.84
2010-04-22,1202.52,1210.27,1190.19,1208.67,6035780000,16.47,19.59,36.0849,3.772,0.15,81.57,111.84,127.48
2010-04-23,1207.87,1217.28,1205.1,1217.28,5326060000,16.62,19.39,36.3201,3.817,0.155,81.35,113.19,126.13
2010-04-26,1217.07,1219.8,1211.07,1212.05,5647760000,17.47,19.86,36.3201,3.815,0.15,81.48,112.75,124.25
2010-04-27,1209.92,1211.38,1181.62,1183.71,7454540000,22.81,22.72,35.8619,3.69,0.145,82.15,114.63,124.98
2010-04-28,1184.59,1195.05,1181.81,1191.36,6342310000,21.08,22.31,35.8862,3.773,0.155,82.38,114.31,128.4
2010-04-29,1193.3,1209.36,1193.3,1206.78,6059410000,18.44,20.96,36.1335,3.728,0.16,82.0,114.28,129.28
2010-04-30,1206.77,1207.99,1186.32,1186.69,6048260000,22.05,23.67,36.2512,3.663,0.155,81.87,115.36,125.41
2010-05-03,1188.58,1205.13,1188.58,1202.26,4938050000,20.19,22.58,36.247,3.705,0.16,82.27,115.73,125.35
2010-05-04,1197.5,1197.5,1168.12,1173.6,6594720000,23.84,25.07,35.8754,3.613,0.155,83.3,114.87,124.86
2010-05-05,1169.24,1175.95,1158.15,1165.87,6795940000,24.91,26.37,35.3853,3.55,0.145,84.08,115.09,122.82
2010-05-06,1164.38,1167.58,1065.79,1128.15,10617810000,32.8,26.37,34.5072,3.398,0.1,84.89,118.49,122.16
2010-05-07,1127.04,1135.13,1094.15,1110.88,9472910000,40.95,36.62,34.5031,3.429,0.12,84.45,118.27,123.86
2010-05-10,1122.27,1163.85,1122.27,1159.73,6893700000,28.84,28.98,35.1484,3.539,0.145,84.16,117.57,128.64
2010-05-11,1156.39,1170.48,1147.71,1155.79,5842550000,28.32,28.87,35.1076,3.535,0.15,84.47,120.66,127.09
2010-05-12,1155.43,1172.87,1155.43,1171.67,5225460000,25.52,26.65,35.5364,3.567,0.15,84.83,121.4,124.26
2010-05-13,1170.04,1173.57,1156.14,1157.44,4870640000,26.68,27.61,35.3159,3.564,0.155,85.21,120.56,126.2
2010-05-14,1157.19,1157.19,1126.14,1135.68,6126400000,31.24,30.8,35.1117,3.442,0.145,86.1,120.37,128.47
2010-05-17,1136.52,1141.88,1114.96,1136.94,5922920000,30.84,30.51,35.0667,3.472,0.15,86.21,119.36,128.87
2010-05-18,1138.78,1148.66,1117.2,1120.8,6170840000,33.55,32.81,34.9932,3.376,0.165,87.16,119.49,123.88
2010-05-19,1119.57,1124.27,1100.66,1115.05,6765800000,35.32,34.18,34.789,3.359,0.165,86.39,116.63,126.33
2010-05-20,1107.34,1107.34,1071.58,1071.59,8328570000,45.79,40.83,33.7516,3.264,0.155,85.57,115.84,123.36
2010-05-21,1067.26,1090.16,1055.9,1087.69,5452130000,40.1,37.4,34.4296,3.2,0.15,85.37,115.22,125.56
2010-05-24,1084.78,1089.95,1072.7,1073.65,5224040000,38.32,36.91,34.4827,3.227,0.15,86.21,116.84,125.0
2010-05-25,1067.42,1074.75,1040.78,1074.03,7329580000,34.61,34.9,34.4419,3.158,0.16,86.78,117.36,123.28
2010-05-26,1075.51,1090.75,1065.59,1067.95,4521050000,35.02,33.95,34.0294,3.218,0.16,87.12,118.47,121.48
2010-05-27,1074.27,1103.52,1074.27,1103.06,5698460000,29.68,30.64,34.499,3.338,0.16,86.18,118.69,125.73
2010-05-28,1102.59,1102.59,1084.78,1089.41,4871210000,32.07,32.0,34.5562,3.301,0.15,86.48,118.88,123.13
2010-06-01,1087.3,1094.77,1069.89,1070.71,5271480000,35.54,34.02,34.3928,3.296,0.145,86.64,119.91,119.63
2010-06-02,1073.01,1098.56,1072.03,1098.38,5026360000,30.17,30.59,34.5698,3.334,0.145,86.79,119.78,123.69
2010-06-03,1098.82,1105.67,1091.81,1102.83,4995970000,29.46,30.24,34.5821,3.379,0.13,87.14,117.96,123.83
2010-06-04,1098.43,1098.43,1060.5,1064.88,6180580000,35.48,34.37,34.3887,3.195,0.12,88.23,119.19,121.11
2010-06-07,1065.84,1071.36,1049.86,1050.47,5467560000,36.57,35.3,34.15,3.184,0.105,88.4,121.49,119.21
2010-06-08,1050.81,1063.15,1042.17,1062.0,6192750000,33.7,33.65,34.2035,3.168,0.11,88.39,121.0,120.74
2010-06-09,1062.75,1077.74,1052.25,1055.69,5983200000,33.73,33.8,34.2776,3.187,0.095,87.9,120.56,119.97
2010-06-10,1058.77,1087.85,1058.77,1086.84,5144780000,30.57,31.47,34.6274,3.319,0.085,87.17,118.97,122.34
2010-06-11,1082.65,1092.25,1077.12,1091.6,4059280000,28.79,30.95,34.6768,3.216,0.07,87.51,120.01,122.81
2010-06-14,1095.0,1105.91,1089.03,1089.63,4425830000,28.58,30.68,34.7221,3.275,0.055,86.51,119.6,121.69
2010-06-15,1091.21,1115.59,1091.21,1115.23,4644490000,25.87,28.45,35.0595,3.31,0.08,85.98,120.99,124.8
2010-06-16,1114.02,1118.74,1107.13,1114.61,5002600000,25.92,28.78,35.0883,3.282,0.09,86.08,120.33,121.48
2010-06-17,1115.98,1117.72,1105.87,1116.04,4557760000,25.05,28.21,35.3517,3.19,0.09,85.69,121.9,122.13
2010-06-18,1116.16,1121.01,1113.93,1117.51,4555360000,23.95,27.96,35.504,3.223,0.095,85.7,122.83,122.98
2010-06-21,1122.79,1131.23,1108.24,1113.2,4514360000,24.88,27.54,35.6316,3.243,0.105,85.93,120.39,121.73
2010-06-22,1113.9,1118.5,1094.18,1095.31,4514380000,27.05,29.09,35.3764,3.166,0.125,86.11,121.45,120.42
2010-06-23,1095.57,1099.64,1085.31,1092.04,4526150000,26.91,29.26,35.3517,3.115,0.12,85.74,120.95,119.84
2010-06-24,1090.93,1090.93,1071.6,1073.69,4814830000,29.74,31.36,35.1089,3.123,0.125,85.73,121.3,119.56
2010-06-25,1075.1,1083.56,1067.89,1076.76,5128840000,28.53,30.7,35.2694,3.113,0.125,85.31,122.76,119.37
2010-06-28,1077.5,1082.6,1071.45,1074.57,3896410000,29.0,30.96,35.3476,3.032,0.135,85.65,121.09,120.3
2010-06-29,1071.1,1071.1,1035.18,1041.24,6136700000,34.13,34.38,34.9937,2.967,0.16,86.03,121.27,118.13
2010-06-30,1040.56,1048.08,1028.33,1030.71,5067080000,34.54,35.23,34.9402,2.951,0.17,86.02,121.68,116.87
2010-07-01,1031.1,1033.58,1010.91,1027.37,6435770000,32.86,34.49,35.1073,2.927,0.165,84.72,117.04,116.76
2010-07-02,1027.65,1032.95,1015.93,1022.58,3968500000,30.12,33.29,35.1155,2.979,0.16,84.43,118.49,114.65
2010-07-06,1028.09,1042.5,1018.35,1028.06,4691240000,29.65,32.01,35.3933,2.932,0.16,84.08,116.51,116.01
2010-07-07,1028.54,1060.89,1028.54,1060.27,4931220000,26.84,29.72,35.8203,2.98,0.155,83.82,117.73,117.77
2010-07-08,1062.92,1071.25,1058.24,1070.25,4548460000,25.71,28.83,35.9862,3.02,0.145,83.82,117.21,117.22
2010-07-09,1070.5,1078.16,1068.1,1077.96,3506570000,24.98,28.17,35.9033,3.056,0.145,83.95,118.36,117.97
2010-07-12,1077.23,1080.78,1070.45,1078.75,3426990000,24.43,28.39,35.8742,3.046,0.14,84.2,117.34,118.72
2010-07-13,1080.65,1099.46,1080.65,1095.34,4640460000,24.56,28.32,36.152,3.114,0.145,83.64,118.36,119.33
2010-07-14,1095.61,1099.08,1087.68,1095.17,4521050000,24.89,28.83,36.1189,3.05,0.145,83.43,118.3,120.07
2010-07-15,1094.46,1098.66,1080.53,1096.48,4552470000,25.14,29.23,36.1727,2.978,0.145,82.56,118.23,118.58
2010-07-16,1093.85,1093.85,1063.32,1064.88,5297350000,26.25,30.6,35.953,2.939,0.145,82.49,116.67,118.67
2010-07-19,1066.85,1074.7,1061.11,1071.25,4089500000,25.97,30.08,36.0732,2.964,0.145,82.51,115.73,118.78
2010-07-20,1064.53,1083.94,1056.88,1083.48,4713280000,23.93,28.22,36.3634,2.932,0.15,82.75,116.65,119.07
2010-07-21,1086.67,1088.96,1065.25,1069.59,4747180000,25.64,29.08,36.3469,2.892,0.15,83.39,115.85,117.29
2010-07-22,1072.14,1097.5,1072.14,1093.67,4826900000,24.63,27.9,36.6702,2.932,0.145,82.6,116.86,118.22
2010-07-23,1092.17,1103.73,1087.88,1102.66,4524570000,23.47,26.99,36.8361,2.994,0.145,82.46,116.09,119.69
